date,year,type,country,area,location,activity,sex,injury,fatal_(y/n),time,species,href,species_sorted,age3,month_attack
01-Sep-2009,2009.0,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",Fishing,M,Injuries to face & neck PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.25.a-Fiack.pdf,,39.40366501364986,Sep
30-Aug-2009,2009.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,No injury,N,Evening,4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.24.b-Martin.pdf,4' shark,12.040382945562765,Aug
29-Aug-2009,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,FATAL,Y,Afternoon,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.24.a-Sinsley.pdf,White shark,25,Aug
25-Aug-2009,2009.0,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,Puncture wounds to left foot & calf,N,Afternoon,"White shark, 5' to 6' juvenile ",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.23-Zettle.pdf,White shark,22,Aug
11-Aug-2009,2009.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand ,Body boarding,M,"No injury, shark bit bodyboard",N,,"White shark, 2m",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.19-NewSmyrnaBach.pdf,White shark,30.137565272609564,Aug
10-Aug-2009,2009.0,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,Puncture marks on left foot,N,Evening,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.18-RedSea.pdf,,26,Aug
06-Aug-2009,2009.0,Unprovoked,USA,Hawaii,Kawa'a ,Surfing,M,"No injury, surfboard bitten",N,Morning,"Tiger shark, 12",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.13-Griffin.pdf,Tiger shark,56.82190873150938,Aug
01-Aug-2009,2009.0,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,Right ankle & foot bitten,N,Morning,Bull shark?,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.11-Isle-of-Palms.pdf,Bull shark,56,Aug
31-July-2009,2009.0,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,Lacerations to calf,N,,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.09-Foster.pdf,Bull shark,14,NaN
30-Jul-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,Left forearm grazed & puncture marks in wetsuit,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.05-Lunti.pdf,,14,Jul
29-Jul-2009,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,F,Foot bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.07.00-UK-dinghy.pdf,,41,Jul
Reported 24-Jul-2009,2009.0,Unprovoked,KENYA,Mombasa,Likoni Channel,Washing his feet,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.28.c-Labarios.pdf,,12.797581574476805,Jul
24-Jul-2009,2009.0,Unprovoked,USA,Texas,South Padre Island,Wading,F,Lacerations to anterior left lower leg,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.28.b-Briggs.pdf,,14,Jul
24-Jul-2009,2009.0,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,Laceration to left foot,NaN,Morning,Shark involvement questionable,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.28.a-Maritz.pdf,,11,Jul
22-Jul-2009,2009.0,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,Laceration to left foot,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.26.R-Macghie.pdf,,26,Jul
22-Jul-2009,2009.0,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,Laceration to lower right leg,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.26.b-NSB.pdf,,19,Jul
18-Jul-2009,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,M,Severe bite to right leg,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.26.a-Pearman.pdf,,57,Jul
11-Jul-2009,2009.0,Provoked,BAHAMAS,,,Spearfishing,M,Leg bitten by shark that had been shot in the head by another diver PROVOKED INCIDENT,N,,"Caribbean reef shark, 6'",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.24-Brazil.pdf,,38.81912860520901,Jul
11-Jul-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Paddle-surfing,M,"No injury, shark collided with surfer & board",N,Morning,5' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.21-Pereira.pdf,5' shark,25.78519756879661,Jul
07-Jul-2009,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,Leg bitten,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.20-Cation.pdf,,37,Jul
05-Jul-2009,2009.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,Right ankle bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.11-Rodrigues.pdf,,12,Jul
04-Jul-2009,2009.0,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,Thigh injured by hooked shark PROVOKED INCIDENT,N,Afternoon,"Nurse shark, 6'",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.07-Vasbinder.pdf,Nurse shark,43,Jul
27-Jun-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,2-inch laceration to upper left arm,N,Morning,"Thought to involve a Bronze whale shark, 2m",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.02.R-Scotland.pdf,,52,Jun
21-Jun-2009,2009.0,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,Puncture wounds to foot,NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.01.b-Taff.pdf,,26,Jun
16-Jun-2009,2009.0,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,2-inch laceration to upper left arm,NaN,Afternoon,"Shark involvement probable, but not confirmed",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.06.01-Santos.pdf,,14,Jun
Reported 14-Jun-2009,2009.0,Provoked,VIETNAM,,,Fishing for sharks,M,Hand bitten by hooked shark PROVOKED INCIDENT,N,,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.26-Early.pdf,White shark,33.22699981295356,Jun
02-Jun-2009,2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,Lacerations to left hand,N,,Oceanic whitetip shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.24.b-BahamasBoat.pdf,,25.666356817137554,Jun
02-Jun-2009,2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,3 cm laceration to shoulder,N,,Oceanic whitetip shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.24.a-Grimes.pdf,,1.1679153030157572,Jun
01-Jun-2009,2009.0,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,FATAL,Y,Morning,"Oceanic whitetip shark, 2.5 to 3m",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.23-Mata.pdf,,50,Jun
31-May-2009,2009.0,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13  ,Fishing,M,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,Evening,80 kg shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.14-Sidole.pdf,,46,May
25-May-2009,2009.0,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,Right foot bitten,N,Evening,5' to 8' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.10-JasonCull.pdf,8' shark,22.725193066886675,May
17-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to left leg & foot,N,Morning,blacktip or spinner shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.07.b-NewCaledonia.pdf,,31,May
16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to right foot,N,Morning,blacktip or spinner shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.07.a-Atcha.pdf,,49,May
16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Lacerations to right hand,N,Morning,blacktip or spinner shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.01-fisherman.pdf,,55,May
12-May-2009,2009.0,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,Speared shark bit his forearm PROVOKED INCIDENT,N,Afternoon,"Blacktip shark, 4'",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.28.b-Ruiz.pdf,Blacktip shark,27,May
06-Mar-2009,2009.0,Provoked,BAHAMAS,Exuma Islands,,Spearfishing,M,Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT ,N,,7' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.28.a-Alger.pdf,7' shark,48,Mar
28-Apr-2009,2009.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",,F,Multiple lacerations to right foot & ankle,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.27-Tobin.pdf,,41.251601525410585,Apr
Reported 25-Apr-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,No injury,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.26.b-Vilain.pdf,,35.87109228133266,Apr
21-Apr-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3 puncture wounds to posterior right ankle,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.26.a-Pattison.pdf,,20,Apr
20-Apr-2009,2009.0,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,Legs bitten,N,Night,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.25-DaveMartin.pdf,,23,Apr
19-Apr-2009,2009.0,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,Left foot bitten,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.20.b-Girl.pdf,,52,Apr
17-Apr-2009,2009.0,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,Laceration to forearm,N,Afternoon,2' to 3' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.20.a-Adlington.pdf,3' shark,31,Apr
11-Apr-2009,2009.0,Invalid,USA,Hawaii,Kona,Spearfishing,M,Missing,NaN,,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.19.R-Avenier.pdf,,49,Apr
12-Apr-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surf skiing ,M,"No injury, catapulted into the water & ski damage",N,Morning,2' to 3' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.18-Villanueva.pdf,3' shark,40,Apr
06-Apr-2009,2009.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,Body not recovered,NaN,Morning,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.17-Weale.pdf,,24,Apr
06-Apr-2009,2009.0,Unprovoked,USA,California,San Diego County,Spearfishing,M,Shark struck him but the diver was not injured,N,Morning,"White shark, 12' to 15' female",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.15-Phillips.pdf,White shark,26.401421960031996,Apr
03-Apr-2009,2009.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,Lacerations to right foot and ankle,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.09.R-Meli-Fiji.pdf,,15,Apr
27-Mar-2009,2009.0,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing ,M,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,,Raggedtooth shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.25-Canganelli.pdf,Raggedtooth shark,59,Mar
21-Mar-2009,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,FATAL,Y,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.08.R-NSB-2.pdf,,16,Mar
20-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,"Laceration to right foot, puncture wounds to calf",N,Evening,Bronze whaler shark?,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.08.a-Edmonds.pdf,,17,Mar
19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,South Broulee,Surfing,M,"No injury, shark damaged surfboard",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.03-Giangrasso.pdf,,27.960889530557925,Mar
19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,Surfing,F,"No injury, shark bit nose of surfboard",N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.c-Peens.pdf,,23.954682771137662,Mar
18-Mar-2009,2009.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,Minor bite to ankle,N,Afternoon,3' to 4' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.b-Lemelin.pdf,4' shark,17,Mar
Reported 17-Mar-2009,2009.0,Unprovoked,MALAYSIA,Strait of Malacca,Pulau Payar Island,Feeding fish,F,Minor injury,N,,Blacktip reef shark pup,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.a-Holloway.pdf,,33.526852163853434,Mar
17-Mar-2009,2009.0,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,"Minor injury, bite chest and left calf",N,Evening,Thought to involve a cookie cutter shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.23-NewSmyrnaBeach.pdf,,61,Mar
Reported 16-Mar-2009,2009.0,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,,"Wobbegong shark, 60cm",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.21-NewSmyrnaBeach.pdf,Wobbegong shark,21,Mar
06-Mar-2009,2009.0,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,FATAL,Y,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.15-BonitaSprings.pdf,,19,Mar
02-Mar-2009,2009.0,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,Afternoon,"Blue shark, 1m",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.07-Larkin.pdf,Blue shark,40,Mar
01-Mar-2009,2009.0,Boatomg,NEW ZEALAND,North Island,Taranaki,Fishing,M,"No injury to occupants, shark bit propeller",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.24-Groh.pdf,,24.682306856353666,Mar
01-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,Lacerations to leg,N,Morning,2.6 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.21.R-Hauta.pdf,,15,Mar
22-Feb-2009,2009.0,Unprovoked,AUSTRALIA,Queensland,Batt Reef,Fishing,M,Severe laceration to finger,N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.15-Bradner.pdf,,20.090299049666264,Feb
18-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,"No injury to surfer, but the nose of his board was broken",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.07-Casey.pdf,,8.363341476987593,Feb
12-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,Severe injury to hand ,N,Evening,"White shark, 2.5m ",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.06-Surfer.pdf,White shark,33,Feb
11-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",M,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,N,,"Bull shark, 2.7 m ",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.30-GoblinShark.pdf,Bull shark,31,Feb
08-Feb-2009,2009.0,Sea Disaster,USA,Puerto Rico,Quebradillas,Air Disaster,M,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.29-Symington.pdf,,22.44188672880624,Feb
07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,"No injury, surfboard dented",N,Morning,"White shark, 12' ",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.27-Tinson.pdf,White shark,41,Feb
07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Sandon,Surfing,M,"No injury, flung from surfboard by the shark",N,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.14-inflatable-boat.pdf,,24.39650447239325,Feb
Reported 27-Jan-2009,2009.0,Provoked,AZORES,,Onboard the fishing vessel Nuevo Cedes ,Fishing,M,Left forearm bitten PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.10-Marsden.pdf,,49,Jan
Reported 26-Jan-2009,2009.0,Invalid,BRAZIL,,Praia do Olho d'Aqua,,M,Probable drowning with post-mortem bites,NaN,,Shark involvement prior to death was not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.00.00.b-Silva.pdf,,17,Jan
25-Jan-2009,2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,M,Severe lacerations to lower left leg,N,Morning,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.00.00.a-Edwards.pdf,Bull shark,15,Jan
24-Jan-2009,2009.0,Boat,NEW ZEALAND,North Island,Alderman Islands,Fishing,NaN,"No injury to occupant, shark removed small auxiliary outboard motor",N,Evening,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.21-Judd.pdf,,28.690568689789863,Jan
24-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Swimming,M,Hand injured,N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.19-Johanning.pdf,,19,Jan
24-Jan-2009,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,M,FATAL,Y,Afternoon,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.18-Morcom.pdf,Tiger shark,25,Jan
23-Jan-2009,2009.0,Invalid,BRAZIL,Maranhão,Olho d'Água ,Swimming,M,"Drowned, body scavenged by shark",NaN,,Invalid,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.15-Edwards.pdf,,17,Jan
18-Jan-2009,2009.0,Boat,AUSTRALIA,Victoria,Off Tower Hill,Fishing,M,"No injury to occupants, shark bit propeller",N,Morning,"White shark, 5.5 m ",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.14-Wright.pdf,White shark,36.15980219576142,Jan
16-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,South Island,Karitane Beach,Surfing,M,"No injury, bumped off board by the shark",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.10-Ramirez.pdf,,29.150891737964265,Jan
Reported 13-Jan-2009,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",,NaN,FATAL,Y,,White sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.09-Hislop.pdf,White shark,49.13948910922613,Jan
12-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,Puncture wounds to right calf,N,Morning,"Dusky shark, 2m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.07-Malvis.pdf,Dusky shark,24,Jan
11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,F,Severe lacerations to right leg,N,Afternoon,"White shark, 5m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.18-WA.pdf,White shark,13,Jan
11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,M,Left thigh severely bitten,N,Morning,"White shark, 3.5m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.08-Evans.pdf,White shark,31,Jan
    10-Jan-2009,2009.0,Boat,NEW ZEALAND,North Island,Hawkes Bay,Fishing,NaN,"No injury to occupants, shark hit boat & bit outboard motor",N,,"Mako shark, 3m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.07-Smith.pdf,Mako shark,36.81203944665302,Jan
10-Jan-2009,2009.0,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,M,Right lower leg bitten & defense wounds to hand,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.06-Fox.pdf,,22,Jan
06-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,North Island,Haumoana ,Swimming,M,Posterior thigh bitten,N,Afternoon,Broadnose sevengill shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.04-Nolan.pdf,,49,Jan
Jan-2009,2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo,Spearfishing,NaN,Lacerations to right calf,N,,Bull shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.03-Mellin.pdf,Bull shark,-0.3399005826424677,Jan
30-Dec-2008,2008.0,Invalid,AUSTRALIA,Western Australia,Port Kennedy Beach,Crabbing,NaN,"Reports said a shark attacked the dinghy, but Vickery said it did not",NaN,Morning,No shark involvement,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.00-cage.pdf,No shark,46.14182613683823,Dec
27-Dec-2008,2008.0,Boating,AUSTRALIA,Tasmania,near Schouten Island,Yacht race,NaN,No injury to occupants -  shark became entangled in aft rudder,N,,2 m shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.29-Finley.pdf,,12.72663233029926,Dec
27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Boogie Boarding,M,"No injury, shark tore his swim fin",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.15-Whitehurst.pdf,,10,Dec
27-Dec-2008,2008.0,Boating,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Kayaking,M,"No injury, shark struck kayak, catapulting him into the water",N,Morning,"White shark, 4m to 5m ",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.13-Wood.pdf,White shark,29,Dec
27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,FATAL,Y,Morning,4 to 5m white shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.07-Bendall.pdf,,51,Dec
20-Dec-2008,2008.0,Boating,USA,California,"Dillon Beach, Marin County",Kayaking,M,"No injury, shark struck paddle",N,Afternoon,White shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.06-EH.pdf,White shark,11.988948620918231,Dec
14-Dec-2008,2008.0,Unprovoked,NEW ZEALAND,North Island,Maraetai,Fishing,M,Lacerations to left calf and ankle,N,,Bronze whaler shark?,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.30.c-Sinagra.pdf,,17.13240176749823,Dec
10-Dec-2008,2008.0,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,Evening,"Raggedtooth shark, 2m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.30.b-Mia.pdf,Raggedtooth shark,15,Dec
06-Dec-2006,2008.0,Boating,AUSTRALIA,New South Wales,Mowarry Point,Fishing,NaN,Shark bit boats sea anchor,N,Morning,"White shark, 4.5 to 5 m ",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.30.a-Belliard.pdf,White shark,23.82743014168201,Dec
Dec-2008,2008.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,Spearfishing,M,FATAL,Y,,Zambesi shark?,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.28-Gano.pdf,Zambesi shark,28.224935374710075,Dec
28-Nov-2008,2008.0,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Scuba diving,F,Lacerations to fingers,N,Morning,Oceanic whitetip shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.27.b-Snyder.pdf,,26.012609134617524,Nov
25-Nov-2008,2008.0,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,Sinking of the cargo ship Mark Jason,M,"Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.27.a-Aleksandrova.pdf,,28.05358793557062,Nov
24-Nov-2008,2008.0,Unprovoked,ECUADOR,Galapagos Islands,Santa Cruz,,F,Leg bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.22.b-Cuomo.pdf,,47.355093455752495,Nov
09-Nov-2008,2008.0,Boating,AUSTRALIA,South Australia,North Haven,Fishing,M,"No injury to occupant, shark bit dinghy & motor",N,,Bronze whaler shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.22.a-HuguenotPark.pdf,,60.05268878609855,Nov
09-Nov-2008,2008.0,Sea Disaster,TAIWAN,,50 miles off Kaohsiung,Fishing boat swamped in storm,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.20-Robertson.pdf,,45,Nov
06-Nov-2008,2008.0,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Fishing,M,Torso & righ arm bitten FATAL,Y,Morning,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.17-Corey.pdf,,39,Nov
22-Oct-2008,2008.0,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Scuba diving,M,Small laceration to head from captive shark,N,Afternoon,"Grey nurse shark, 3m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.16.b-Calogero.pdf,,34,Oct
21-Oct-2008,2008.0,Unprovoked,NEW CALEDONIA,,,Spearfishing,M,Legs bitten,N,Morning,Lemon shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.16.a-Riley.pdf,Lemon shark,24,Oct
12-Oct-2008,2008.0,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N,," reef shark, 1.8m",http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.13-Chapman.pdf,,50,Oct
