date,year,type,country,area,location,activity,sex,injury,fatal_(y/n),time,species,href,species_sorted,age3,month_attack
22-Feb-1934,1934.0,Unprovoked,CHILE,Elqui Province,Coquimbo,Fell into the water,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.10.23.a - HMS Valerian.pdf,,22.919599045518492,Feb
Reported 08-Feb-1934,1934.0,Boating,TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",Fishing,M,No injury,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.09.06.R-PortMoresby.pdf,,27.629669106337584,Feb
27-Jan-1934,1934.0,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, Georges River, East Hills (20 miles from river mouth)",Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,"Bumped, chest bitten & badly injured",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.08.24-Burke.pdf,,15,Jan
07-Jan-1934,1934.0,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,Swimming on sandbar adjacent to channel,M,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,Afternoon,4.3 m [14'] shark seen in area previous week,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.23-Casellato.pdf,14' shark,22,Jan
20-Nov-1933,1933.0,Unprovoked,AUSTRALIA,Torres Strait,Near Boydong Cay,Free diving for trochus ,M,"FATAL, right buttock & thigh bitten ",Y,,"Tiger shark, 3.4 m [11'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.12-boat.pdf,Tiger shark,26.457660048547726,Nov
18-Nov-1933,1933.0,Unprovoked,AUSTRALIA,Queensland,Near Barrow Point,Pearl diving,M,"Hand badly injured, right arm surgically amputated above wrist",N,,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.08-Peixotto_Collier.pdf,Tiger shark,17,Nov
Reported 25-Oct-1933,1933.0,Unprovoked,AUSTRALIA,Queensland,Off Bloomfield River,Diving,M,Hand severed,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.07.03-Puges.pdf,,35.71696855210396,Oct
Reported 27-Sep-1933,1933.0,Boating,ISRAEL,,Nabi Rubin,Fishing,M,"One man bitten on thigh, another on arm",N,,3 sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.05.18-Goins.pdf,,12.922730082412075,Sep
28-Aug-1933,1933.0,Provoked,USA,California,"Hermosa Beach, Los Angeles County","Fishing, caught a 15' shark & took it onboard",M,Severely lacerated arm PROVOKED INCIDENT,N,,"Blue shark, 4.5 m [14'9""]",http://sharkattackfile.net/spreadsheets/pdf_directory/1926.04.22-Madison.pdf,Blue shark,44.82861583945775,Aug
28-Aug-1933,1933.0,Unprovoked,USA,South Carolina,"Pawleys Island, north of Charleston",Bathing,M,Right heel & ankle bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.04.07-Carlsmith.pdf,,31.105740184571037,Aug
Reported 26-Aug-1933,1933.0,Unprovoked,USA,Connecticut,Mystic River,Swimming,F,Foot bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.03.17-Whyte.pdf,,37.8370001063417,Aug
Reported 07-Jul-1933,1933.0,Unprovoked,USA,California,"San Diego, San Diego County",,M,Survived,N,,Tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.01.26-Bennett.pdf,Tiger shark,50,Jul
03-Jul-1933,1933.0,Unprovoked,AUSTRALIA,Western Australia,Broome,Pearl diving,M,"No injury, shark tore diving suit",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.01.00-Victoria.pdf,,38.9493831341513,Jul
21-Jun-1933,1933.0,Unprovoked,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Sitting in 3' of water,M,Right knee & left leg bitten,N,,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.d-Monaco.pdf,,15,Jun
16-Jun-1933,1933.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,F,Left calf bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.c-bosun-Tahiti.pdf,,44.89871671030255,Jun
13-Jun-1933,1933.0,Invalid,AUSTRALIA,Northern Territory,Darwin,Fishing,M,"No injury, ""shark chased him ashore""",NaN,,Invalid,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.b-womanSingapore.pdf,,28.064541756823658,Jun
24-May-1933,1933.0,Sea Disaster,BARBADOS,St Michael Parish,Off Pelican Island,Yacht of Michael Howell capsized,NaN,"5 survived  & 4 perished, but shark involvement not confirmed",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1926.00.00.a-Daniels.pdf,,22.167701693898973,May
23-May-1933,1933.0,Provoked,AUSTRALIA,Queensland,Off Stradbroke Island,Fishing,M,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,,7' to 8' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.11.22-Ettelton.pdf,8' shark,18.698143867023077,May
Reported 08-Jun-1933,1933.0,Unprovoked,AUSTRALIA,Queensland,Currumbin,Treading water,M,Lacerations to legs from fins of shark,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.11.00.b-secretary.pdf,,29.70010709234006,Jun
03-May-1933,1933.0,Sea Disaster,CUBA,Havana Province,"Off Jaimanitas Yacht Club, Havana",Swimming to shore from capsized sailboat,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.11.00.a-Lawyer.pdf,,31.16430591808113,May
10-Apr-1933,1933.0,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,FATAL,Y,,Possibly a bull shark or tiger shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.09.04-Gurren-Valencia.pdf,,24,Apr
26-Feb-1933,1933.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,Standing on his hands,M,Abrasions to legs,N,,10' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.09.03-Page-Isle-of-Wight.pdf,10' shark,30.55462919421438,Feb
Reported 15-Feb-1933,1933.0,Unprovoked,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Diving for trochus  from dinghy when seized by shark 6' below the surface,M,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,,4.4 m [14'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.08.02-MrsKahrs.pdf,14' shark,19.25581926192747,Feb
14-Feb-1933,1933.0,Boating,AUSTRALIA,South Australia,Adelaide,,NaN,No injury to occupants. Shark leapt into boat during sailing races,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.06.15 Princess Royal Harbor.pdf,,45.36487904720291,Feb
12-Feb-1933,1933.0,Provoked,AUSTRALIA,South Australia,"Port River, Adelaide",Fishing,M,Forearm injured by hooked shark PROVOKED INCIDENT,N,,Blue shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.05.00-AmericanUniversityStudent.pdf,Blue shark,20.357294465835885,Feb
04-Jan-1933,1933.0,Unprovoked,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,M,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.27-Dagworthy.pdf,,38,Jan
Reported 11-Dec-1932,1932.0,Unprovoked,AUSTRALIA,Northern Territory,Arnhem Land,,M,Leg bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.12-Canning.pdf,,9.448450899227137,Dec
Reported 09-Dec-1932,1932.0,Provoked,NEW ZEALAND,North Island,Mahurangi River Mouth,Fishing ,M,Laceration to hand  PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.10-Papuan.pdf,,18.5275612298464,Dec
08-Nov-1932,1932.0,Sea Disaster,CUBA,,,Hurricane & Tidal Wave,NaN,,NaN,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.01.27.R-Chorie.pdf,,35.30660316307847,Nov
31-Oct-1932,1932.0,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Swimming,M,"Torso bitten with pneumothorax, slight lacerations on left hand",N,Morning,Thought to involve a mako or grey nurse shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.01.08-Vancouver.pdf,,24,Oct
11-Oct-1932,1932.0,Unprovoked,CAPE VERDE,Barlavento Islands,São Vicente ,Swimming,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1925.00.00-Fijian boy.pdf,,27,Oct
Reported 26-Sep-1932,1932.0,Unprovoked,FIJI,Viti Levu Island,Navua,Catching a turtle,M,Left arm severely bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.11.25-Rivas.pdf,,24.674100692207663,Sep
30-Aug-1932,1932.0,Provoked,AUSTRALIA,New South Wales,Bondi,,M,Hand bitten by landed shark PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.11.24-Panama.pdf,,9.259943732825153,Aug
30-Aug-1932,1932.0,Provoked,AUSTRALIA,New South Wales,Newcastle,,M,Bitten by landed shark PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.11.21-Winslow.pdf,,17.81774618281593,Aug
10-Aug-1932,1932.0,Provoked,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,M,Hooked shark gashed right leg      PROVOKED INCIDENT,N,,16' 800-lb shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.10.31-Huri-Huri.pdf,,50.51904114672293,Aug
09-Aug-1932,1932.0,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,M,Bitten on buttock & leg,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.10.18-White.pdf,,14.351882942363705,Aug
06-Aug-1932,1932.0,Provoked,BAHAMAS,New Providence District,"Nassau, New Providence Island",On expedition filming a feature movie & standing on tripod,M,"No injury, hooked shark rammed tripod PROVOKED INCIDENT",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.07.31-Kornahrens.pdf,,18,Aug
Reported 14-Jul-1932,1932.0,Invalid,USA,Texas,Galveston,,M,Body recovered  from 9' shark but death due to shark bite was not confirmed,NaN,,Shark involvement prior to death unconfirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.07.14-Weymouth.pdf,,17,Jul
02-Jul-1932,1932.0,Boating,CANADA,Bay of Fundy,16 km west of Digby Gut,"Fishing, hauling in fishing gear",M,"No injury to occupants, shark bumped boat repeatedly",N,,Teeth in hull identified as those from a white shark 4.6 m [15'] in length,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.07.04-boat-NewportBeach.pdf,,9.206193002134455,Jul
28-Jun-1932,1932.0,Provoked,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,M,Knee bitten by boated shark PROVOKED INCIDENT,N,,"250-lb ""dog shark""",http://sharkattackfile.net/spreadsheets/pdf_directory/1924.06.18-Martin.pdf,,32,Jun
26-Jun-1932,1932.0,Provoked,USA,New Jersey,"Off Ocean City, Cape May County",Fishing,M,Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.04.25-Conroy.pdf,,38.85436941264941,Jun
20-Jun-1932,1932.0,Unprovoked,FIJI,Yasawa Islands,Nabukeru ,Free diving with goggles,F,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.04.22-Staden.pdf,,28.96271484790515,Jun
12-May-1932,1932.0,Unprovoked,AUSTRALIA,Torres Strait,Near Warrior Reefs,Pearl diving,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.04.20-Knight.pdf,,39.95489626891697,May
May 1932,1932.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,M,Severe injury to forearm near elbow,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.03.28.R-Savo-Island.pdf,,50.89390743563899,May
16-Apr-1932,1932.0,Unprovoked,PHILIPPINES,Manila,Fort Mills,Standing,M,"FATAL, torso bitten ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.02.13-Derritt.pdf,,28.787217446460378,Apr
16-Apr-1932,1932.0,Unprovoked,PHILIPPINES,Manila,Fort Mills,Standing,F,"FATAL, torso bitten ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.02.08-Dullroy.pdf,,33.52620594879226,Apr
16-Feb-1932,1932.0,Unprovoked,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,M,Two 6-inch lacerations,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.01.29-Schultz.pdf,,20.27292395373113,Feb
13-Feb-1932,1932.0,Unprovoked,AUSTRALIA,Queensland,Calliope River,Fishing with dynamite,M,Foot bitten,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.01.25-StGeorgesStrand.pdf,,40.617337468923886,Feb
08-Feb-1932,1932.0,Unprovoked,PHILIPPINES,Manila,Fort Mills,Working near fish traps,M,"FATAL, died next day at 03h00",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1924.01.19-Brown.pdf,,9.115561150847544,Feb
27-Jan-1932,1932.0,Unprovoked,AUSTRALIA,Queensland,Ipswich,Swimming,M,Thigh bitten,N,Afternoon,A small shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.12.12-Wohill.pdf,,36.61287713287692,Jan
11-Jan-1932,1932.0,Boating,AUSTRALIA,Victoria,Frankston,Fishing,NaN,No details,NaN,,Grey nurse shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.12.02 - Elton.pdf,,14.600165423288198,Jan
06-Jan-1932,1932.0,Provoked,MEXICO,Baja California,Descano Point,Fishing,M,Hooked shark capsized rowboat & the 2 men were drowned PROVOKED INCIDENT,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.11.23-KoepangIslanders.pdf,,36,Jan
06-Jan-1932,1932.0,Provoked,MEXICO,Baja California,Descano Point,Fishing,M,Hooked shark capsized rowboat & the 2 men were drowned PROVOKED INCIDENT,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.11.23-KoepangIslanders.pdf,,23,Jan
1932,1932.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Collecting fish by lamplight in gully,M,"Right shin, calf and sole of foot lacerated",N,,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",http://sharkattackfile.net/spreadsheets/pdf_directory/1923.11.02-BellingerHead.pdf,Raggedtooth shark,23,NaN
26-Nov-1931,1931.0,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving for trochus from lugger,M,Left foot acerated,N,,4 m [13'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.10.20-BotanyBay.pdf,13' shark,45,Nov
27-Sep-1931,1931.0,Unprovoked,JAMAICA,,"East Beach, Kingsston",Diving off wharf,M,FATAL,Y,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.10.17-boat-Taree.pdf,,8.26638370019592,Sep
21-Sep-1931,1931.0,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,M,Minor injury,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.10.16-Amano.pdf,,36.71923887588649,Sep
21-Sep-1931,1931.0,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming ,F,Right thigh & calf lacerated,N,,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",http://sharkattackfile.net/spreadsheets/pdf_directory/1923.08.08-Blair.pdf,Hammerhead shark,20,Sep
02-Sep-1931,1931.0,Invalid,USA,Hawaii,"Kahala, O'ahu",Fishing,M,"Swept out to sea by strong currents, his remains found in a 5.5m shark caught off Barbers Point",NaN,,Shark involvement prior to death unconfirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.07.02-Mildred-Diver.pdf,,38.22720355394633,Sep
31-Aug-1931,1931.0,Unprovoked,CUBA,Havana Province,"Vedado Baths, Miramar, Havana",Swimming,M,FATAL  (Wire netting installed at local beaches after this incident.),Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.06.16-Rigby.pdf,,18,Aug
30-Aug-1931,1931.0,Invalid,USA,Hawaii,,,M,"""Mysteriously disappeared"" His body was found in an 18', 750-lb shark caught at Barber's Point on 01-Sep-1931",NaN,,Shark involvement prior to death unconfirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.06.06-AllAmerica.pdf,,4.00380245088995,Aug
27-Aug-1931,1931.0,Boating,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",Fishing for bluefish,NaN,No injury to occupants. Shark chasing fish struck boat,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.05.23.R-Evensen.pdf,,39.97264279800896,Aug
25-Aug-1931,1931.0,Unprovoked,CUBA,Havana Province,"Miramar subdivision, Havana",Swimming a quarter mile offshore,M,"FATAL, right leg bitten ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.05.22-Masoyo.pdf,,23,Aug
23-Aug-1931,1931.0,Unprovoked,CUBA,Havana Province,"Miramar, Havana",Swimming ,M,"FATAL, ""rescuers saw shark trying to drag him under by the leg"" ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.03.18-Solomon.pdf,,27.42085332945202,Aug
18-Aug-1931,1931.0,Unprovoked,USA,Texas,Off Brownsville,Swimming,M,Minor injury,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.02.00.a-PuertoRican.pdf,,24.508431316146222,Aug
Reported 06-Aug-1931,1931.0,Unprovoked,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,M,Survived,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.01.27.b-Hayes.pdf,,60.42578632153902,Aug
01-Aug-1931,1931.0,Unprovoked,AUSTRALIA,Queensland,Port Douglas,Fell overboard?,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.01.27.a-Robertson.pdf,,55.24962400506465,Aug
Reported 28-Jul-1931,1931.0,Unprovoked,FIJI,Viti Levu Island,Tamavua River,Swimming,M,Multiple injuries ,N,,small sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.01.13-seaplaneColumbus.pdf,,27.244929511987067,Jul
15-Jul-1931,1931.0,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,M,Nipped on leg,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.c - NJ fisherman.pdf,,27.13769403158226,Jul
14-Jun-1931,1931.0,Unprovoked,USA,Hawaii,"Pearl Harbor, O'ahu","Fishing, had just speared a ulua",M,Survived,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.b-FortDrum.pdf,,56.617794715012124,Jun
13-Jun-1931,1931.0,Provoked,USA,Hawaii,"Pearl Harbor, O'ahu",Gaffing & attempting to bring onboard a harpooned shark,M,Tip of finger amputated PROVOKED INCIDENT,N,,"Tiger shark, 3 m [10']",http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.a-NJ fisherman.pdf,Tiger shark,10.674772278865007,Jun
Reported 04-Jun-1931,1931.0,Unprovoked,USA,Florida,"Key West, Monroe County ",Crabbing,M,Lacerations to fingers,N,,6' shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1923.00.00.a-NJ fisherman.pdf,6' shark,25.895535449032728,Jun
02-May-1931,1931.0,Boating,AUSTRALIA,New South Wales,Kempsey,,NaN,No injury to occupants; oar & rudder bitten,N,,"""a school of sharks""",http://sharkattackfile.net/spreadsheets/pdf_directory/1922.12.14-KatherineBourne.pdf,,49.7883190390231,May
Reported 27-Apr-1931,1931.0,Unprovoked,,French Southern Territories,Île Saint-Paul,"Fishing, boat capsized",M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.12.05-Gassman.pdf,,28.699890366129708,Apr
22-Mar-1931,1931.0,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing with a cast net,M,"FATAL, left thigh severely bitten ",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.29-Barbados.pdf,,19,Mar
16-Mar-1931,1931.0,Boating,TURKEY,,"Bakurköy, Istanbul",Fishing,NaN,"No injury to occupants, shark crushed boat",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.10.29-HRW.pdf,,39.44622075228597,Mar
06-Mar-1931,1931.0,Provoked,AUSTRALIA,South Australia,Encounter Bay,"Fishing, hauling in net, shark in net",M,"Finger lacerated, PROVOKED INCIDENT",N,,"1.8 m [6'] ""cocktail shark",http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.28-TerritorialSurveyor.pdf,,29.795292998415203,Mar
10-Feb-1931,1931.0,Invalid,AUSTRALIA,New South Wales,Maroubra Beach,Swimming ,M,Death may have been due to drowning,NaN,Night,Shark involvement prior to death unconfirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.26.R-Lee.pdf,,39,Feb
24-Jan-1931,1931.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,,M,Recovered,N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.09.21-GoslinBoat.pdf,,43.58572698457728,Jan
14-Jan-1931,1931.0,Unprovoked,AUSTRALIA,Torres Strait,,Pearl diving,M,"Thigh, kneecap & lower leg badly lacerated",N,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.07.19-L'Engle.pdf,,37.78361053343486,Jan
07-Jan-1931,1931.0,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,M,Severe bump & few superficial wounds ,N,Afternoon,1.5 m [5'] shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.06.17-MacLatchie.pdf,5' shark,18,Jan
1931,1931.0,Unprovoked,TONGA,Niua ,Niuafo'ou Island ,"Swimming, carrying tin can with mail to steamer",M,"FATAL, thereafter canoes were used to carry the mail",Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.05.24-Leon.pdf,,37.78056793313303,NaN
1931,1931.0,Unprovoked,PAPUA NEW GUINEA,,,,NaN,No details,NaN,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.05.06-Pells.pdf,,28.31892147776051,NaN
25-Dec-1930,1930.0,Unprovoked,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,M,"Bumped by shark, legs abraded",N,Afternoon,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.04.26-Munro.pdf,,49,Dec
13-Dec-1930,1930.0,Unprovoked,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell overboard,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.20-Jamaica.pdf,,9.111740307419524,Dec
02-Dec-1930,1930.0,Boating,AUSTRALIA,Victoria,Rosebud,Fishing,NaN,No injury to occupants; shark seized gunwale & tried to overturn boat,N,,7 shark's teeth found embedded in the woodwork of the boat,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.13-Lopez.pdf,,35.82834255851013,Dec
Dec-1930,1930.0,Unprovoked,AUSTRALIA,New South Wales,Parramata River,,M,FATAL,Y,,nan,http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.02-Gannon.pdf,,26.27646468539485,Dec
